animal_id,sex,sire_id,dam_id,birth_year,breed,breeding_value,status,holding
276000803611261,male,276000803611198,276000802422286,1967,Hinterwaelder,-2.119293,HISTORIC,
276000803611344,male,276000803611261,276000802423372,1971,Hinterwaelder,-1.576864,HISTORIC,
276000802429314,male,276000803611344,276000802427675,1974,Hinterwaelder,-1.797813,HISTORIC,
276000802883751,male,276000802429314,276000802423981,1978,Hinterwaelder,-2.006790,HISTORIC,
276000802232403,female,276000802883751,276000802908726,1989,Hinterwaelder,-0.387534,HISTORIC,
276000802420233,female,,,1952,Hinterwaelder,-3.488425,HISTORIC,
276000802420240,female,276000800000608,276000802420233,1960,Hinterwaelder,-2.736194,HISTORIC,
276000802422324,female,276000803611166,276000802420240,1964,Hinterwaelder,-2.273568,HISTORIC,
276000802425184,female,276000802423216,276000802422567,1969,Hinterwaelder,-2.216335,HISTORIC,
276000802420176,female,276000800000565,,1960,Hinterwaelder,-2.750535,HISTORIC,
276000803611183,male,276000803611144,,1962,Hinterwaelder,-2.243180,HISTORIC,
276000803611230,male,276000803611183,276000802420176,1965,Hinterwaelder,-2.043154,HISTORIC,
276000803611291,male,276000803611230,276000802422286,1969,Hinterwaelder,-2.297806,HISTORIC,
276000803622423,male,276000803611291,276000802425184,1973,Hinterwaelder,-1.879375,HISTORIC,
276000802883757,female,276000803622423,276000802422324,1978,Hinterwaelder,-1.533709,HISTORIC,
276000802429275,female,276000803611344,276000802420444,1974,Hinterwaelder,-1.773426,HISTORIC,
276000802420425,female,,,1958,Hinterwaelder,-2.410456,HISTORIC,
276000802420428,female,276000803611144,276000802420425,1962,Hinterwaelder,-2.659659,HISTORIC,
276000802829838,male,,,1966,Vorderwaelder,-1.234375,HISTORIC,
276000802429242,female,276000802829838,276000802420428,1974,Hinterwaelder,-1.153204,HISTORIC,
276000802420756,female,,,1957,Hinterwaelder,-2.587813,HISTORIC,
276000802425275,female,276000803611255,276000802420756,1969,Hinterwaelder,-2.213260,HISTORIC,
276000802420712,female,,,1959,Hinterwaelder,-2.301549,HISTORIC,
276000802420410,female,276000800000484,,1954,Hinterwaelder,-2.564076,HISTORIC,
276000803611129,male,276000800000594,276000802420410,1958,Hinterwaelder,-1.912626,HISTORIC,
276000803611161,male,276000803611129,,1962,Hinterwaelder,-1.741514,HISTORIC,
276000802423399,female,276000803611161,276000802420712,1966,Hinterwaelder,-2.110724,HISTORIC,
276000803611245,male,276000803611185,276000802420425,1966,Hinterwaelder,-2.557977,HISTORIC,
276000803611281,male,276000803611245,276000802423399,1968,Hinterwaelder,-2.232933,HISTORIC,
276000802427372,female,276000803611281,276000802425275,1972,Hinterwaelder,-2.135622,HISTORIC,
276000802420386,female,,,1948,Hinterwaelder,-3.451763,HISTORIC,
276000803611130,male,,276000802420386,1958,Hinterwaelder,-3.181593,HISTORIC,
276000802420492,female,276000803611130,276000800003025,1960,Hinterwaelder,-2.198157,HISTORIC,
276000802420703,female,276000802060614,,1960,Hinterwaelder,-2.046856,HISTORIC,
276000802422248,female,276000803611139,276000802420703,1963,Hinterwaelder,-1.193558,HISTORIC,
276000803611260,male,276000803611183,276000802420231,1967,Hinterwaelder,-2.577592,HISTORIC,
276000803611309,male,276000803611260,276000802422248,1970,Hinterwaelder,-2.214760,HISTORIC,
276000802427323,female,276000803611309,276000802420492,1972,Hinterwaelder,-1.460725,HISTORIC,
276000802420419,female,,,1956,Hinterwaelder,-2.893079,HISTORIC,
276000802423908,female,276000803611220,276000802420419,1966,Hinterwaelder,-2.256583,HISTORIC,
276000803622445,male,276000803611045,276000802423908,1973,Hinterwaelder,-1.360185,HISTORIC,
276000802875002,male,276000803622445,276000802427323,1976,Hinterwaelder,-0.905490,HISTORIC,
276000802884074,male,276000802875002,276000802427372,1978,Hinterwaelder,-1.130374,HISTORIC,
276000802898626,male,276000802884074,276000802429242,1982,Hinterwaelder,-1.260661,HISTORIC,
276000802908354,male,276000802898626,276000802429275,1984,Hinterwaelder,-1.095059,HISTORIC,
276000802918415,male,276000802908354,276000802883757,1986,Hinterwaelder,-0.925474,HISTORIC,
276000802232437,female,276000802918415,276000802232403,1993,Hinterwaelder,-0.467755,HISTORIC,
276000802420025,female,,,1958,Hinterwaelder,-2.684289,HISTORIC,
276000802420050,female,,,1958,Hinterwaelder,-2.511848,HISTORIC,
276000802420078,female,,,1950,Hinterwaelder,-2.913286,HISTORIC,
276000802420117,female,,,1955,Hinterwaelder,-2.663050,HISTORIC,
276000802420123,female,,,1952,Hinterwaelder,-3.486709,HISTORIC,
276000802420132,female,,,1962,Hinterwaelder,-2.852828,HISTORIC,
276000802420134,female,,,1957,Hinterwaelder,-2.641815,HISTORIC,
276000802420142,female,,,1950,Hinterwaelder,-3.306814,HISTORIC,
276000802420160,female,,,1952,Hinterwaelder,-3.044321,HISTORIC,
276000802420170,female,,,1955,Hinterwaelder,-2.784475,HISTORIC,
276000802420171,female,,,1957,Hinterwaelder,-2.604225,HISTORIC,
276000802420172,female,276000800000565,,1960,Hinterwaelder,-3.106145,HISTORIC,
276000802420174,female,,,1959,Hinterwaelder,-3.006705,HISTORIC,
276000802420196,female,276000800000641,276000800002517,1962,Hinterwaelder,-1.380716,HISTORIC,
276000802420230,female,276000800000608,276000802420231,1958,Hinterwaelder,-2.517716,HISTORIC,
276000802420237,female,,,1961,Hinterwaelder,-3.050606,HISTORIC,
276000802420238,female,,,1962,Hinterwaelder,-2.826425,HISTORIC,
276000802420361,female,,,1954,Hinterwaelder,-2.967009,HISTORIC,
276000803611122,male,276000800000533,276000802420361,1956,Hinterwaelder,-2.351480,HISTORIC,
276000803611137,male,276000803611122,276000802420142,1959,Hinterwaelder,-2.426381,HISTORIC,
276000802420258,female,276000803611137,,1962,Hinterwaelder,-2.285492,HISTORIC,
276000802420280,female,,,1959,Hinterwaelder,-2.772518,HISTORIC,
276000802420284,female,276000802060573,,1960,Hinterwaelder,-2.936070,HISTORIC,
276000803611126,male,276000800000536,276000800003289,1957,Hinterwaelder,-1.615038,HISTORIC,
276000802420286,female,276000803611126,,1961,Hinterwaelder,-1.778436,HISTORIC,
276000802420296,female,,,1954,Hinterwaelder,-2.747793,HISTORIC,
276000802420298,female,276000802060632,,1959,Hinterwaelder,-2.626659,HISTORIC,
276000802420301,female,276000800000698,276000800004087,1962,Hinterwaelder,-1.117364,HISTORIC,
276000802420313,female,,,1953,Hinterwaelder,-3.059300,HISTORIC,
276000802420317,female,,,1954,Hinterwaelder,-2.828616,HISTORIC,
276000802420321,female,,,1957,Hinterwaelder,-2.767913,HISTORIC,
276000802420347,female,,,1956,Hinterwaelder,-2.772787,HISTORIC,
276000802420357,female,276000800000596,,1959,Hinterwaelder,-1.876065,HISTORIC,
276000802420412,female,276000803611144,,1962,Hinterwaelder,-2.744243,HISTORIC,
276000802420420,female,276000800000661,276000802420419,1960,Hinterwaelder,-1.983328,HISTORIC,
276000802420438,female,276000800000484,,1954,Hinterwaelder,-2.391555,HISTORIC,
276000802420442,female,276000800000594,,1960,Hinterwaelder,-2.192331,HISTORIC,
276000802420450,female,,,1957,Hinterwaelder,-2.684339,HISTORIC,
276000802420451,female,276000800000640,,1960,Hinterwaelder,-2.032812,HISTORIC,
276000802420453,female,,,1962,Hinterwaelder,-2.253452,HISTORIC,
276000802420471,female,,,1954,Hinterwaelder,-3.203406,HISTORIC,
276000802420474,female,,,1957,Hinterwaelder,-2.750085,HISTORIC,
276000802420485,female,,,1951,Hinterwaelder,-3.084381,HISTORIC,
276000802420486,female,276000800000644,276000802420485,1960,Hinterwaelder,-2.098699,HISTORIC,
276000802420487,female,,,1956,Hinterwaelder,-2.968579,HISTORIC,
276000802420501,female,,,1954,Hinterwaelder,-3.101035,HISTORIC,
276000802420503,female,276000800000711,,1962,Hinterwaelder,-2.216459,HISTORIC,
276000802420509,female,,,1961,Hinterwaelder,-2.764125,HISTORIC,
276000802420511,female,276000802060453,,1954,Hinterwaelder,-2.494778,HISTORIC,
276000802420512,female,276000803611132,,1962,Hinterwaelder,-2.437156,HISTORIC,
276000802420533,female,,,1960,Hinterwaelder,-2.783358,HISTORIC,
276000802420537,female,,,1957,Hinterwaelder,-2.802576,HISTORIC,
276000802420538,female,276000800000453,,1957,Hinterwaelder,-1.970858,HISTORIC,
276000802420539,female,,,1958,Hinterwaelder,-2.444039,HISTORIC,
276000802420553,female,276000802060574,,1960,Hinterwaelder,-1.922268,HISTORIC,
276000802420574,female,,,1954,Hinterwaelder,-2.987870,HISTORIC,
276000802420575,female,,,1952,Hinterwaelder,-3.579304,HISTORIC,
276000802420593,female,,,1953,Hinterwaelder,-2.744607,HISTORIC,
276000802420602,female,,,1960,Hinterwaelder,-2.298251,HISTORIC,
276000802420609,female,,,1951,Hinterwaelder,-3.154205,HISTORIC,
276000803611123,male,276000800000495,,1956,Hinterwaelder,-2.315936,HISTORIC,
276000803611145,male,276000803611123,,1960,Hinterwaelder,-2.670724,HISTORIC,
276000802420697,female,276000803611145,,1962,Hinterwaelder,-2.549854,HISTORIC,
276000802420707,female,276000800000657,,1961,Hinterwaelder,-1.782031,HISTORIC,
276000802420710,female,,,1957,Hinterwaelder,-3.013882,HISTORIC,
276000802420717,female,,,1957,Hinterwaelder,-2.506568,HISTORIC,
276000803611128,male,276000800000533,276000800003498,1958,Hinterwaelder,-1.980965,HISTORIC,
276000802420714,female,276000803611128,276000802420717,1960,Hinterwaelder,-1.770958,HISTORIC,
276000802420716,female,276000802060566,,1959,Hinterwaelder,-1.662390,HISTORIC,
276000802420720,female,276000803611128,,1961,Hinterwaelder,-2.362222,HISTORIC,
276000802420721,female,,,1961,Hinterwaelder,-2.379862,HISTORIC,
276000802420724,female,276000803611139,276000802420716,1962,Hinterwaelder,-2.095879,HISTORIC,
276000802420751,female,276000803611145,276000802420756,1962,Hinterwaelder,-2.959357,HISTORIC,
276000802420752,female,,,1959,Hinterwaelder,-2.791488,HISTORIC,
276000802422208,female,276000803611145,276000802420609,1963,Hinterwaelder,-2.275171,HISTORIC,
276000803611136,male,276000803611122,,1959,Hinterwaelder,-2.955962,HISTORIC,
276000802422209,female,276000803611136,276000802420233,1963,Hinterwaelder,-2.708308,HISTORIC,
276000802422215,female,276000803611141,276000800003243,1963,Hinterwaelder,-1.901169,HISTORIC,
276000802422245,female,,,1963,Hinterwaelder,-2.187801,HISTORIC,
276000803611150,male,276000800000596,276000802420317,1961,Hinterwaelder,-2.305988,HISTORIC,
276000802422257,female,276000803611150,276000800004266,1963,Hinterwaelder,-1.434074,HISTORIC,
276000803611140,male,,276000802420538,1960,Hinterwaelder,-2.678424,HISTORIC,
276000802422266,female,276000803611140,276000802420474,1963,Hinterwaelder,-2.274860,HISTORIC,
276000802422293,female,276000803611145,276000800004288,1963,Hinterwaelder,-1.259371,HISTORIC,
276000802820148,female,,,1960,Hinterwaelder,-2.771900,HISTORIC,
276000803611143,male,276000803611128,,1960,Hinterwaelder,-1.713741,HISTORIC,
276000803611176,male,276000803611143,276000802820148,1962,Hinterwaelder,-2.170231,HISTORIC,
276000802422312,female,276000803611176,276000802420346,1964,Hinterwaelder,-2.237976,HISTORIC,
276000803611146,male,276000800000661,276000800002966,1960,Hinterwaelder,-1.750248,HISTORIC,
276000802422318,female,276000803611146,276000802420284,1964,Hinterwaelder,-1.153081,HISTORIC,
276000802422327,female,276000800000766,276000802420486,1964,Hinterwaelder,-1.338161,HISTORIC,
276000803611159,male,276000800000596,,1961,Hinterwaelder,-2.609858,HISTORIC,
276000802422340,female,276000803611159,,1963,Hinterwaelder,-2.276679,HISTORIC,
276000802422392,female,,,1964,Hinterwaelder,-2.366343,HISTORIC,
276000803611173,male,276000803611144,276000802420419,1962,Hinterwaelder,-2.402571,HISTORIC,
276000802422433,female,276000803611173,276000802420486,1965,Hinterwaelder,-1.942446,HISTORIC,
276000802422441,female,276000803611173,,1965,Hinterwaelder,-2.099178,HISTORIC,
276000802422457,female,276000800000800,276000802420451,1965,Hinterwaelder,-1.300191,HISTORIC,
276000802422459,female,276000803611146,276000802420286,1965,Hinterwaelder,-1.533260,HISTORIC,
276000802422475,female,276000803611150,276000802420553,1965,Hinterwaelder,-1.863155,HISTORIC,
276000802422489,female,276000803611176,276000802420346,1965,Hinterwaelder,-2.159758,HISTORIC,
276000802422541,female,276000800000767,276000802420511,1963,Hinterwaelder,-1.618525,HISTORIC,
276000802820062,female,,,1960,Hinterwaelder,-2.863942,HISTORIC,
276000803611125,male,276000800000494,276000802420706,1957,Hinterwaelder,-1.900389,HISTORIC,
276000802422555,female,276000803611125,276000802820062,1963,Hinterwaelder,-2.231259,HISTORIC,
276000802422595,female,,,1963,Hinterwaelder,-2.775179,HISTORIC,
276000802820072,female,,,1951,Hinterwaelder,-3.851713,HISTORIC,
276000803611134,male,276000800000574,276000800003607,1958,Hinterwaelder,-1.773791,HISTORIC,
276000803611147,male,276000803611134,276000802820072,1961,Hinterwaelder,-1.884352,HISTORIC,
276000802422603,female,276000803611147,276000802420296,1964,Hinterwaelder,-1.977423,HISTORIC,
276000802422611,female,,,1960,Hinterwaelder,-2.763200,HISTORIC,
276000802422760,female,,,1965,Vorderwaelder,-1.335214,HISTORIC,
276000803611186,male,276000800000699,276000802420123,1963,Hinterwaelder,-1.817833,HISTORIC,
276000802422798,female,276000803611186,276000802420078,1965,Hinterwaelder,-1.728802,HISTORIC,
276000802422906,female,276000800000723,276000802420170,1963,Hinterwaelder,-1.881799,HISTORIC,
276000802422962,female,276000803611173,276000802420471,1965,Hinterwaelder,-2.210740,HISTORIC,
276000802422963,female,276000803611173,276000802420487,1965,Hinterwaelder,-2.471366,HISTORIC,
276000802422970,female,276000803611166,,1965,Hinterwaelder,-2.262324,HISTORIC,
276000802423238,female,276000803611200,276000802420512,1965,Hinterwaelder,-2.317202,HISTORIC,
276000803611149,male,,276000802420321,1960,Hinterwaelder,-2.668633,HISTORIC,
276000802423239,female,276000803611149,276000802420501,1965,Hinterwaelder,-2.499567,HISTORIC,
276000802423253,female,276000803611149,276000802420509,1966,Hinterwaelder,-2.337549,HISTORIC,
276000802423273,female,,276000802420420,1966,Hinterwaelder,-2.080466,HISTORIC,
276000802423274,female,276000803611185,276000802420412,1966,Hinterwaelder,-2.465120,HISTORIC,
276000803611175,male,276000800000663,276000802420315,1962,Hinterwaelder,-1.933117,HISTORIC,
276000802423309,female,276000803611175,276000802420301,1965,Hinterwaelder,-1.512584,HISTORIC,
276000803611178,male,276000803611144,276000802420438,1962,Hinterwaelder,-2.177238,HISTORIC,
276000802423325,male,276000803611178,276000802420602,1965,Hinterwaelder,-2.141432,HISTORIC,
276000802423329,female,276000803611166,276000802420237,1965,Hinterwaelder,-2.118181,HISTORIC,
276000803611170,male,276000800000678,276000800002219,1962,Hinterwaelder,-1.542422,HISTORIC,
276000802423352,female,276000803611170,276000802420160,1966,Hinterwaelder,-1.671444,HISTORIC,
276000802423390,female,276000803611173,276000802420492,1966,Hinterwaelder,-2.167975,HISTORIC,
276000803611190,male,,276000802420593,1962,Hinterwaelder,-2.630014,HISTORIC,
276000802423584,female,276000803611190,276000802420171,1966,Hinterwaelder,-2.109553,HISTORIC,
276000802423844,female,276000800000855,,1966,Hinterwaelder,-1.277150,HISTORIC,
276000802423923,female,276000803611200,276000802420537,1967,Hinterwaelder,-2.323995,HISTORIC,
276000802423949,female,,,1967,Hinterwaelder,-2.265134,HISTORIC,
276000802424006,female,276000802060840,,1966,Hinterwaelder,-2.087236,HISTORIC,
276000802424013,male,276000803611183,276000802420240,1966,Hinterwaelder,-2.750230,HISTORIC,
276000802424040,female,276000803611183,276000802420238,1966,Hinterwaelder,-2.958024,HISTORIC,
276000802424057,female,276000802060854,,1966,Hinterwaelder,-1.499054,HISTORIC,
276000803611209,male,276000800000723,276000802420174,1964,Hinterwaelder,-2.104234,HISTORIC,
276000802424083,female,276000803611209,276000802420574,1967,Hinterwaelder,-1.765340,HISTORIC,
276000802424093,female,276000803611183,276000802422209,1966,Hinterwaelder,-2.024574,HISTORIC,
276000803611215,male,276000803611149,276000802420533,1964,Hinterwaelder,-2.420380,HISTORIC,
276000802424167,female,276000803611215,276000802422970,1968,Hinterwaelder,-2.317660,HISTORIC,
276000803611242,male,276000803611161,276000802422219,1965,Hinterwaelder,-1.734220,HISTORIC,
276000802424192,female,276000803611242,276000802420453,1968,Hinterwaelder,-2.258853,HISTORIC,
276000802424602,male,276000803611220,,1967,Hinterwaelder,-2.385361,HISTORIC,
276000802820108,female,,,1951,Hinterwaelder,-3.175518,HISTORIC,
276000802820109,female,276000800000622,276000802820108,1959,Hinterwaelder,-2.039318,HISTORIC,
276000802820114,female,276000803611134,276000802820109,1962,Hinterwaelder,-1.335485,HISTORIC,
276000803611162,male,276000800000663,276000802420314,1961,Hinterwaelder,-1.206518,HISTORIC,
276000803611222,male,276000803611162,276000802820114,1964,Hinterwaelder,-0.972624,HISTORIC,
276000802424616,female,276000803611222,276000802422611,1967,Hinterwaelder,-1.906976,HISTORIC,
276000802424643,male,,,1967,Vorderwaelder,-1.156863,HISTORIC,
276000803611171,male,276000803611138,276000802420360,1962,Hinterwaelder,-1.961926,HISTORIC,
276000803611224,male,276000803611171,276000802420386,1964,Hinterwaelder,-1.688037,HISTORIC,
276000802424761,male,276000803611224,276000802420503,1968,Hinterwaelder,-1.306241,HISTORIC,
276000802425099,female,276000803611220,276000802422595,1968,Hinterwaelder,-2.078210,HISTORIC,
276000802425136,female,276000802423216,276000802420313,1968,Hinterwaelder,-1.925645,HISTORIC,
276000803611238,male,276000803611198,276000802420697,1966,Hinterwaelder,-2.062730,HISTORIC,
276000802425201,female,276000803611238,276000802420752,1968,Hinterwaelder,-2.292086,HISTORIC,
276000803611236,male,276000803611185,276000802420311,1965,Hinterwaelder,-2.318084,HISTORIC,
276000802425224,female,276000803611236,,1968,Hinterwaelder,-2.059199,HISTORIC,
276000803611226,male,276000803611161,276000802420720,1964,Hinterwaelder,-2.251508,HISTORIC,
276000802425269,female,276000803611226,276000802420258,1969,Hinterwaelder,-2.032809,HISTORIC,
276000803611214,male,276000803611136,276000802420230,1964,Hinterwaelder,-2.011010,HISTORIC,
276000803611256,male,276000803611214,276000802420450,1966,Hinterwaelder,-2.135485,HISTORIC,
276000802425272,female,276000803611256,276000802420134,1969,Hinterwaelder,-2.139631,HISTORIC,
276000803611237,male,276000803611186,276000802422555,1966,Hinterwaelder,-1.435918,HISTORIC,
276000802425292,female,276000803611237,276000802423584,1969,Hinterwaelder,-2.045806,HISTORIC,
276000802425317,female,,276000802420575,1964,Hinterwaelder,-1.983104,HISTORIC,
276000802425351,female,276000802424013,276000802420471,1969,Hinterwaelder,-1.950184,HISTORIC,
276000803611229,male,276000803611161,276000802420721,1964,Hinterwaelder,-2.705678,HISTORIC,
276000802425354,female,276000803611229,276000802420231,1969,Hinterwaelder,-2.106121,HISTORIC,
276000803611248,male,276000803611146,276000802420280,1966,Hinterwaelder,-1.514467,HISTORIC,
276000802425389,female,276000803611248,276000802420301,1969,Hinterwaelder,-1.098256,HISTORIC,
