report,source_url,text_sha256,words
z13,https://storage.courtlistener.com/pdf/2026/07/31/steven_allen_watters_v._state_of_indiana.pdf,8a089e8846861c531efb2e319f6728a040e74a589ca046a7ab3f15f9ba9abd55,3972
z14,https://storage.courtlistener.com/pdf/2026/07/30/michael_gregory_v._state_of_indiana.pdf,644693277be3da26138ec3395f1a091d1162068eefb44d25210264d0ba9b4b59,2727
z15,https://storage.courtlistener.com/pdf/2026/07/30/stanley_klos_iii_v._kristen_l_gentry_klos.pdf,8324d571dfb39493d6d6d661c1e0299d2ee94349639d6437f2e4791cb74c595e,4187
z16,https://storage.courtlistener.com/pdf/2026/07/29/gregory_brandon_v._caregan_transport_inc..pdf,503c960df3c5da3da907fb9e7aea48a74766013a092eccf4d1949eb8e249048b,8562
z17,https://storage.courtlistener.com/pdf/2026/07/29/shirley_e._melton_v._vanderburgh_county_commissioners.pdf,df3aee3bf517d3b2891edad8308fe372f81071f4f427197740635cea8db7fba9,5308
z18,https://storage.courtlistener.com/pdf/2026/07/27/timothy_stabosz_v._shaw_friedman.pdf,c2df8cd7e3e5dd323145fe160d9fab89a3597b975c6a0de2119f2d1d1706b1ce,2926
z19,https://storage.courtlistener.com/pdf/2026/07/27/todd_rokita_indiana_attorney_general_v._berry_global_group_inc..pdf,623c002149706272f3dd9981c97c020bb98db82ec8754c5601ba6aff323e7435,2651
z20,https://storage.courtlistener.com/pdf/2026/07/16/deonta_nelson_v._state_of_indiana.pdf,b656be887142dbb89a56894935f5b56d77b999b72342b29af9b34b27fc014618,2697
z21,https://storage.courtlistener.com/pdf/2026/07/16/nicholas_yrjo_nifadeff_v._indiana_landmarks.pdf,5c3df72b8fdb67101aabe6a997d864134f64215a5edcd78556d38d3298c2ef25,4751
z22,https://storage.courtlistener.com/pdf/2026/07/15/carey_lee_fleener_jr._v._state_of_indiana.pdf,1d7427d110ed121a4433f68f515c42223159b65d0a2d828a92a0c1d7b3f8f523,3359
z23,https://storage.courtlistener.com/pdf/2026/07/15/garvin_street_warehouse_llc_v._ascot_specialty_insurance_company.pdf,927afbe7b06e7f7179775e0b2a2e97e58fcb6a5bc4ca336c95a952d7dc2fd1fb,6197
z24,https://storage.courtlistener.com/pdf/2026/07/14/vocare_inc._v._ags_capital_llc.pdf,870b2909b010e3b26b9bead5f27a2b0436ff5340c19d0aa32a21428c9166de0e,3324
z25,https://storage.courtlistener.com/pdf/2026/07/10/christain_z._wall_v._state_of_indiana.pdf,69c0c44f3efaa0c6045730358da1bf97c3fc94bde560fe7711de5e411fa6409c,5197
z26,https://storage.courtlistener.com/pdf/2026/07/09/andres_solis_guerra_v._state_of_indiana.pdf,43d5f2ab45e7f67f47c8a5425cc8f4472df0371d7bd7f141b10b21d8ef45ebab,7753
z27,https://storage.courtlistener.com/pdf/2026/07/09/chins_l_g_v._indiana_department_of_child_services.pdf,0524517ed197adb87021248d50ecc2afa72302a8d8e9fcc87ab1030d3b93e593,7164
z28,https://storage.courtlistener.com/pdf/2026/07/08/l_m_zeller_v._indiana_fire_prevention_and_building_safety.pdf,04d2097f82c597ebd05ca1ff040dfbf34c480960587046c1ee1617c2f31e78f6,6693
z29,https://storage.courtlistener.com/pdf/2026/07/06/zachary_clay_parksey_v._state_of_indiana.pdf,7b0708bf10a568d9689fb5c69fb7b88ee56168ab81441962983daf1925cab161,5672
z30,https://storage.courtlistener.com/pdf/2026/06/30/freedom_property_solutions_llc_v._lindsey_mcghee.pdf,d8dffa03252f2eab7cb42e2c6c781866c1c135d788e48eb4c6739af00470ac63,6251
z31,https://storage.courtlistener.com/pdf/2026/06/30/perdue_farms_inc._v._l__b_transport_llc.pdf,0fa5910d5be1618a3050b224f9c415c09a57450a8eef366db2238ae9d51d1d49,7341
z32,https://storage.courtlistener.com/pdf/2026/06/29/ed_carpenter_racing_llc_v._milton_todd_ault_iii.pdf,c1ec4e39522dfc8caa03af6677935df8b2d67e695adef1b3fad92e3f962f11b2,4881
z33,https://storage.courtlistener.com/pdf/2026/06/23/de_juan_lamar_kelley_v._state_of_indiana.pdf,51a1520a251f7ac9a9bc34b320f481e694e91611282171f457c2fc071b78c439,6968
z34,https://storage.courtlistener.com/pdf/2026/06/23/lydia_theresa_conley_v._state_of_indiana.pdf,ecd65df81ae47ec6d58283039c0708cac152695da16cfe01d3e13a705ccbfda2,8105
z35,https://storage.courtlistener.com/pdf/2026/06/22/anthony_minney_v._state_of_indiana.pdf,7be2f26678057b686dadec48bad2e06857c1ce6cc35814dcb932a2e052df6d29,3472
z36,https://storage.courtlistener.com/pdf/2026/06/22/earl_parsons_v._danielle_benjamin.pdf,bccf319a8033a438f8a29f8f17392c14075270a3227c7bddda381de54cd3c0e8,9811
z37,https://storage.courtlistener.com/pdf/2026/06/22/hoagland_family_limited_v._town_of_clear_lake.pdf,7491910d1fe074787719d34dfe800b22addf3f59380a1203cb26c71cb1e0c7a7,16130
z38,https://storage.courtlistener.com/pdf/2026/06/22/jarren_duff_v._state_of_indiana.pdf,67d69f68239719d27dd84e9617743ae4820fbbe98c4958e8cf3de167d00f2477,3343
z39,https://storage.courtlistener.com/pdf/2026/06/22/tamela_j_hollingsworth_v._state_of_indiana.pdf,3d17d40a464c1c4f254e6f04663ea58393ba0aca57b623694f9035e0cb590a7a,5799
z40,https://storage.courtlistener.com/pdf/2026/06/16/andrew_t._masterson_v._state_of_indiana.pdf,5c7b04021aa2e7e9566d027c0558ac2f3fe0815bcb5d8fe6579cffaf8f59b150,2850
z41,https://storage.courtlistener.com/pdf/2026/06/16/jon_hansford_holstein_v._lacey_lawana_holstein.pdf,e466bd3c22855adf2990f661f6d6d96df9af95a4959701f94866e0c60fd51648,4175
z42,https://storage.courtlistener.com/pdf/2026/06/15/unsupervised_estate_elnor_bugher_v._william_mark_bugher.pdf,03e07af757e65d50b472c7e32a3396499012bf75cef4904ca584665d5029f5d7,4532
z43,https://storage.courtlistener.com/pdf/2026/06/12/supervised_estate_tammi_stodghill_v._bradley_thompson.pdf,c534c89910c710b72c4170437797aeb9337e7bb429e5ed0b95e951a44b36f50e,5273
z44,https://storage.courtlistener.com/pdf/2026/06/11/michael_turi_v._j.r._a_minor_bnf_stacy_rheinlander.pdf,e496c484d9d004cc836b20bbe0a061576597b7810f66166ebdec30617d5db452,3460
z45,https://storage.courtlistener.com/pdf/2026/06/05/dylan_l._burton_v._state_of_indiana.pdf,149e6a54b7718ce08be2c61a16feb59aba0b8dc7b069088f75a0463892d53402,4064
z46,https://storage.courtlistener.com/pdf/2026/06/05/jennifer_pennington_v._memorial_hospital_of_south_bend_inc._dba_beacon.pdf,622fb28cd62afd9e341ca37a690e0a4f7e2bcec1f2b0d1fcbd73db0ba6d7699e,4383
z47,https://storage.courtlistener.com/pdf/2026/06/05/mykal_james_alan_gerou_v._state_of_indiana.pdf,7ac24daca632f3375dfa4dbb04440bf5a3cf6d02a0c2bd15727784e30a170b47,5815
z48,https://storage.courtlistener.com/pdf/2026/06/04/whitesell_precision_components_inc._v._autoform_tool__manufacturing_llc.pdf,1c060a1306cd31797afe664fca88a6ecf138abf187eefd0fb54c87430d7ed420,5827
z49,https://storage.courtlistener.com/pdf/2026/06/03/nicholas_s._wemes_v._state_of_indiana.pdf,081137889ca6a2aedc3125299f9b70b9040372429e9923aeebaada8253b9dd21,2735
z50,https://storage.courtlistener.com/pdf/2026/05/29/castle_construction_corp._v._sharon_leibengood-chavez.pdf,34ac03cc8903e316af8e48806eb6eb4c4ea011df91aa7a1da28ac60fd1837d83,5405
z51,https://storage.courtlistener.com/pdf/2026/05/28/michael_cline_v._everest_national_insurance_company.pdf,0a046e1f45ff7dde6976cab83514e6a0a22b2f6bb73c00eb8751d07047df486e,3090
z52,https://storage.courtlistener.com/pdf/2026/05/27/kenneth_nirenberg_v._staci_reuer.pdf,9a7de6dbfc7c246e48ca9031f88c87110a7e216a6f156b4c67f11551289c2f63,3206
z53,https://storage.courtlistener.com/pdf/2026/05/27/clifford_vance_v._state_of_indiana.pdf,b7d9f90de813f331caa741975fa5865cced5f1bc3b575f837498546347dc8444,4419
z54,https://storage.courtlistener.com/pdf/2026/05/27/daniel_ryan_v._state_of_indiana.pdf,fcd1be20bb92609956d5f9f8fb8eeedd83515d1814d3357f843b7f856c6839c2,4679
z55,https://storage.courtlistener.com/pdf/2026/05/20/betty_a._leon_v._state_of_indiana.pdf,e56e372f75dba6271b70d0bf5490f8ee2746100c04f03aab7ad8eb0a10d9ac21,3664
z56,https://storage.courtlistener.com/pdf/2026/05/20/rebecca_a_elshoff_v._donald_d_elshoff.pdf,1cf225b5886c633bb620ecf494c34ca263f1ce858328c547157cc0a1c2e60bc7,3253
z57,https://storage.courtlistener.com/pdf/2026/05/18/brittney_keisler_individually_and_as_natural_parent_and_next_friend_of.pdf,86f7ed81b793d3906ed29b7e7a32cf0e8429f54cfc16fa9a01e2f69dc3f86ed3,5390
z58,https://storage.courtlistener.com/pdf/2026/05/18/jennifer_lynn_goetz_v._james_lawrence_franklin_goetz.pdf,c16b2a87395c27465d1588bc97c64291634c03831aed98cce92bbd0a1eae2d55,6501
z59,https://storage.courtlistener.com/pdf/2026/05/14/erie_insurance_exchange_v._christine_cosme.pdf,e44e85de9eaa8c03cb9a24e1d0356e52e1d9c24025b310961e2acb7ee6737f6f,9642
z60,https://storage.courtlistener.com/pdf/2026/05/14/evan_j_schaffer_v._state_of_indiana.pdf,e249817dbf10c0edbe7e2696a38f0410ff4a21e25a5d5e3a2bd1156d56ef7a71,3978
z61,https://storage.courtlistener.com/pdf/2026/05/12/chins_d_c_v._indiana_department_of_child_services.pdf,7e44fac90a96f027d483808a62736155f49325913ba5a64bceabd371884ccdcf,5744
z62,https://storage.courtlistener.com/pdf/2026/05/12/joel_thomas_meyer_v._state_of_indiana.pdf,fda1b3bfe52e07e8383317569dbb5780fef0370a1f99fec65b3e13a365a6b68c,6510
z63,https://storage.courtlistener.com/pdf/2026/05/11/termination_a_b_v._indiana_department_of_child_services.pdf,44f9a74df6488d70980a3404514572d9a06fa5ca6dad786d8b76d998f16b143a,3598
z64,https://storage.courtlistener.com/pdf/2026/05/08/drew_sanders_v._chris_seger.pdf,5b83e348087bb98890a206fc043aa3ec255074d298ce8deafc1a0c34beae289d,8398
z65,https://storage.courtlistener.com/pdf/2026/05/07/taylor_routh_v._bernard_kappe.pdf,8c1df81302c73d5adf842ed5972efe6c6668d76ae06ce264be86f22be5480a6d,2914
z66,https://storage.courtlistener.com/pdf/2026/05/06/nicholas_a._blackburn_v._state_of_indiana.pdf,fc0e0abdf3c4affeafb5f2f6da2880ea9a337e0dcde4a2af39581a1c610ddacf,4287
z67,https://storage.courtlistener.com/pdf/2026/05/06/tanzli_dangerfield_v._davontae_suggs.pdf,56231bc0127ac228fe7ae790a06dc6de3613e7ed174ffba4f979a01423882f6e,3558
z68,https://storage.courtlistener.com/pdf/2026/05/04/james_e._easter_v._state_of_indiana.pdf,be81b374593d3fceb8d3e3204eaa0e27f6a7621c088e6e59096358f8037a1113,7073
z69,https://storage.courtlistener.com/pdf/2026/05/04/leslie_tomic_v._christopher_m_vanduyne.pdf,34e3e9013094d154cb22085c2aac84896ed7ec448094c2d159decf4855cc94a4,4232
z70,https://storage.courtlistener.com/pdf/2026/04/30/barry_demarlo_billingsley_v._state_of_indiana.pdf,e6948290e8290e52b3d0ded8cc2117c2e55d1fecdbd4849314e224e4b394fe85,9481
z71,https://storage.courtlistener.com/pdf/2026/04/30/bradley_w_hobbs_v._state_of_indiana.pdf,70fd7d2397ae0c93105d8de823181cf4d143a78c25b8fb593a316b29fe50d0c5,5066
z72,https://storage.courtlistener.com/pdf/2026/04/30/chasity_m._turpen_v._state_of_indiana.pdf,39c25d8a53567ad3482d917828b80d58c8142e8bc7ffd84bb8a719635cdb633e,2697
