report,source_url,text_sha256,words
v49,https://storage.courtlistener.com/pdf/2026/06/10/state_v._g._c.-m._1.pdf,7299e1dd0cbe3d611d75d02ed1e4d0e1e34ed4c743c66af84031060850f6dbaf,3773
v50,https://storage.courtlistener.com/pdf/2026/06/10/state_v._nebeker_1.pdf,646310ba2d33e610c99d822376b244f0bbefa649fe585ed0b2f5f6ea2108976a,5521
v51,https://storage.courtlistener.com/pdf/2026/06/10/state_v._o._a._m._a._1.pdf,416f60cc365492743d8b4dcb045c6a5690986f055c4374453bd9effb29d52861,3461
v52,https://storage.courtlistener.com/pdf/2026/06/10/state_v._p._f._1.pdf,4d938654578c9a48912dce725532b1d4df8a75f5d847f9a919d6439576892821,4958
v53,https://storage.courtlistener.com/pdf/2026/06/10/state_v._pitcher_1.pdf,a7eea4b0cd06bd15fb459d8c656f957dab6c59d0dbffad47fa7e4b70d502b0fd,6485
v54,https://storage.courtlistener.com/pdf/2026/06/03/calaveras_ii_llc_v._eastside_bend_llc.pdf,2642429eba9861f6c1ed398ebdf12e8f11cad2e53416a7b240243fe2b5d2a961,6317
v55,https://storage.courtlistener.com/pdf/2026/06/03/citizens_for_resp._devel._in_the_dalles_v._walmart.pdf,37fa9b4e7e5b67478cb5e9add844068e30277d733cf6c95c265ab46e29043dca,4979
v56,https://storage.courtlistener.com/pdf/2026/06/03/dept._of_human_services_v._t._b..pdf,f7d5083a6e1333cfbab086aecefdbdd12de1472562eaff129e517100a0ebb5d0,3220
v57,https://storage.courtlistener.com/pdf/2026/06/03/state_v._bement.pdf,d777df9eb9ac3380659a7fbc4c08cc130d38b638e532e06391f0820d0e0450f5,4500
v58,https://storage.courtlistener.com/pdf/2026/06/03/state_v._collin.pdf,61c7e613c26e703151f382f8d1bf37906d3930781a405a5d529fb854c55495e6,4096
v59,https://storage.courtlistener.com/pdf/2026/06/03/state_v._escalante.pdf,0754a1e06deeaabcddbc8c38552ea3fffc6a0e30f66074fe8a2ca81122915ebb,3456
v60,https://storage.courtlistener.com/pdf/2026/05/28/dombrowsky_and_beaumont.pdf,dabd01da71280ae431ca0e4d840216c66519c903e9b4c4fcb64a675ef1eaa56a,5576
v61,https://storage.courtlistener.com/pdf/2026/05/28/m._r._d.__k._r._k._v._j._h._d..pdf,b555dcd4f04d5529426bad01ef4afdeb08ced0a62f7bb7ad41201e562e7058ef,4633
v62,https://storage.courtlistener.com/pdf/2026/05/28/patrick_v._mcmenamins_inc..pdf,a29aa5b9a641073398f2312ea582c495af6a8ca540812976c573138cd6b5a08d,4249
v63,https://storage.courtlistener.com/pdf/2026/05/28/siskiyou_pines_v._civil_west_engineering_services.pdf,6a1a913088a572f8eb8ac684cdafe94f868cfcb9a07599d00782a66f47b14446,2818
v64,https://storage.courtlistener.com/pdf/2026/05/28/state_v._depas.pdf,357c205cf0f93af093e7b05f731455037dbaca14977d4ba4448ae0d19d5e7cfa,4308
v65,https://storage.courtlistener.com/pdf/2026/05/28/state_v._fitzhugh.pdf,3e9a64136d39f44df3577c7d85dd03c707d88af16d3de5745f458732cb9ea47d,4786
v66,https://storage.courtlistener.com/pdf/2026/05/28/state_v._james.pdf,e684c6b5b12e6fd11ad74fa9c19efd4fdcbd8a286a16a72dace139f31f0e813f,5071
v67,https://storage.courtlistener.com/pdf/2026/05/20/jewel_school_dist._v._kc.pdf,bf30c6893033bfa587432864c7d3853351601da9855ef90c747e285c1746e0f7,5546
v68,https://storage.courtlistener.com/pdf/2026/05/20/oneil-barrett_v._highberger.pdf,bc73ee9ac34fafd88e3a99c802bf9122ea8ec87dff0edc2556d56d7c588cb548,4105
v69,https://storage.courtlistener.com/pdf/2026/05/20/santoro_v._eagle_crest_estate_homesite_owners_assn..pdf,bebf41e094b5938bd7abb3d6faddecf9ee0c97f95a5511aa8ee91358c9d30b86,3316
v70,https://storage.courtlistener.com/pdf/2026/05/20/state_v._chan.pdf,1926d5301c88a80159a777566c4eaf9791e3d7c4403094d46d206ba4b47a5263,3321
v71,https://storage.courtlistener.com/pdf/2026/05/20/state_v._dawkins.pdf,0893306b775822b307b0d4e7249ed6de49f287ba1b68f3ffd16392ef4319f7ce,3918
v72,https://storage.courtlistener.com/pdf/2026/05/13/city_of_eugene_v._hejazi.pdf,1462de14de6094873aa15ccf0a4c41a1f732625605e0ec33e15f4481b4d206bb,3316
